date,block,barnacles,limpets,plot,Bgrec,Cdrec,#Lot,#Lot+added,#Lit,rawU,rawP,raws,rawperen,%U,%P,%s,%ephem,%peren,logBg,logCd,LogLit,t%ephem,t%peren,rawLdigchange,%Ldigchange,rawblockchange,%blockchange,cumulativeBgrec,cumulativeCdrec,log(cBg+1),log(cCd+1),note
17-Jul-07,A,yes,con,13,3,0,0,,1,0,0,0,3,0,0,0,0,5.769230769,0.602059991,0,0.301029996,0,0.242563874,-3,-1,,,,,,,
17-Jul-07,B,yes,con,14,51,1,7,,13,0,0,0,9.26,0,0,0,0,17.80769231,1.716003344,0.301029996,1.146128036,0,0.435640996,-3,-0.3,,,,,,,
17-Jul-07,C,yes,con,15,30,3,1,,9,0,0,0,14,0,0,0,0,26.92307692,1.491361694,0.602059991,1,0,0.545533845,-2,-0.666666667,,,,,,,
17-Jul-07,D,yes,con,16,2,1,0,,3,0,0,0,1.5,0,0,0,0,2.884615385,0.477121255,0.301029996,0.602059991,0,0.170668886,-6,-1,,,,,,,
17-Jul-07,E,yes,con,17,12,0,0,,0,0,0,0,4,0,0,0,0,7.692307692,1.113943352,0,0,0,0.281034902,-1,-1,,,,,,,
17-Jul-07,F,yes,con,18,8,14,0,,6,0,0,0,12,0,0,0,0,23.07692308,0.954242509,1.176091259,0.84509804,0,0.501093013,-3,-1,,,,,,,
17-Jul-07,A,no,in,19,0,0,0,,1,0,0,0,0.26,0,0,0,0,0.5,0,0,0.301029996,0,0.070769737,-2,-1,,,,,,,
17-Jul-07,B,no,in,20,3,1,0,,2,0,0,0,1,0,0,0,0,1.923076923,0.602059991,0.301029996,0.477121255,0,0.139123411,-4,-1,,,,,,,
17-Jul-07,C,no,in,21,10,1,1,,6,0,0,0,2.26,0,0,0,0,4.346153846,1.041392685,0.301029996,0.84509804,0,0.210014735,-4,-0.8,,,,,,,
17-Jul-07,D,no,in,22,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,,,,,,,
17-Jul-07,E,no,in,23,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,,,,,,,
17-Jul-07,F,no,in,24,2,6,2,,2,0,0,0,1.5,0,0,0,0,2.884615385,0.477121255,0.84509804,0.477121255,0,0.170668886,0,0,,,,,,,
17-Jul-07,A,no,out,25,1,1,,,0,0.26,0,0.26,0,0.5,0,0.5,1,0,0.301029996,0.301029996,0,0.100167421,0,,,,,,,,,
17-Jul-07,B,no,out,26,36,2,,,0,19,0,0,0,36.53846154,0,0,36.53846154,0,1.568201724,0.477121255,0,0.649101054,0,,,,,,,,,
17-Jul-07,C,no,out,27,4,0,,,1,28,0,0,7,53.84615385,0,0,53.84615385,13.46153846,0.698970004,0,0.301029996,0.823897734,0.375674091,,,,,,,,,
17-Jul-07,D,no,out,28,2,0,,,0,18,0,17,0,34.61538462,0,32.69230769,67.30769231,0,0.477121255,0,0,0.962132357,0,,,,,,,,,
17-Jul-07,E,no,out,29,3,1,,,0,21,0,5,0,40.38461538,0,9.615384615,50,0,0.602059991,0.301029996,0,0.785398163,0,,,,,,,,,
17-Jul-07,F,no,out,30,20,2,,,1,26,0,0,0,50,0,0,50,0,1.322219295,0.477121255,0.301029996,0.785398163,0,,,,,,,,,
17-Jul-07,A,no,con,31,0,0,0,,0,0,0,0,0.52,0,0,0,0,1,0,0,0,0,0.100167421,-1,-1,,,,,,,
17-Jul-07,B,no,con,32,1,3,1,,0,0,0,0,0.26,0,0,0,0,0.5,0.602059991,0.602059991,0,0,0.070769737,-2,-0.666666667,,,,,,,
17-Jul-07,C,no,con,33,4,0,0,,0,0,0,0,1,0,0,0,0,1.923076923,0,0,0,0,0.139123411,-3,-1,,,,,,,
17-Jul-07,D,no,con,34,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,,,,,,,
17-Jul-07,E,no,con,35,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0.301029996,0,0,0,#DIV/0!,,,,,,,
17-Jul-07,F,no,con,36,3,6,0,,1,0,0,0,1,0,0,0,0,1.923076923,0.84509804,0.84509804,0.301029996,0,0.139123411,-2,-1,,,,,,,
